indicator_id,value,observation_year,source_name,source_url,confidence,provenance,is_proxy,proxy_note,data_gap,gap_steward,suggested_level,assessor_level,assessor_name,notes
5.3,18.58,2023,UNESCO UIS — STEM share of tertiary graduates (via World Bank Data360),https://data360.worldbank.org/en/dataset/UNESCO_UIS,Low/Estimated,proxy,true,"Proxy: STEM share of graduates, not STEM enrolment. Closer to the DAMM construct than all-fields tertiary enrolment.",false,UNESCO / higher-education ministry,2,,,"Official publisher, but the series is a documented proxy for the DAMM indicator."
5.4,,,Farmer digital-literacy survey,,,named-gap,false,,false,Ministry of Agriculture / statistics office,,,,
5.5,,2025,Ministry of Agriculture and Land Reclamation,https://www.moalr.gov.eg/,Medium,assessor,false,,false,Ministry of Agriculture,,3,Randeep Sudan,"QA delivery loop — scripted demonstration record, not an official Government of Egypt reading."
5.6,,,Extension workforce records,,,named-gap,false,,false,Ministry of Agriculture,,,,
5.7,,2025,Ministry of Agriculture and Land Reclamation,https://www.moalr.gov.eg/,Medium,assessor,false,,false,Ministry of Agriculture,2,3,Randeep Sudan,"QA delivery loop — scripted demonstration record, not an official Government of Egypt reading."
5.8,,,University programme catalogue,,,named-gap,false,,false,Higher-education ministry,,,,
5.9,,2024,GeoAgro-MiSR digital application training in Egypt,https://www.eurekalert.org/news-releases/1047011,Medium,machine-researched,false,,false,Ministry of Agriculture / higher-education ministry,2,,,"MACHINE-RESEARCHED PROPOSAL — Level 2. Confirm, correct or reject at validation.
L2 is met. The document evidences a donor-funded, narrow coverage training effort in Egypt focused on an agriculture data collection and analysis application. The training is ad hoc/pilot in character: 'During April, ICARDA’s science team implemented a number of training workshops for 35 FAO facilitators and field coordinators to help them support 1,500 Egyptian farmers to adopt GeoAgro-MiSR app and integrated packages of improved agri-approaches and technologies in three governorates, Kafr El-Sheikh, Menia and Qena.' Coverage is narrow, and the initiative is donor-dependent: 'FAO Egypt, ICARDA, and the Egyptian Ministry of Water and Irrigation launched the Water Productivity Enhancement in Agriculture Project, funded by the government of Japan.' The training content is agriculture-focused and data-oriented: 'They explored methods for capturing and analyzing agricultural data, monitoring crop performance, assessing soil conditions, and making informed decisions on irrigation, nutrient management, and pest control.'
Why not L3: L3 requires operational data science/AI training programs for agriculture with defined ownership and partial coverage, with adoption or interoperability gaps remaining. The supplied documents do not show a sustained, operational training program with defined domestic ownership. The evidence shows a project 'funded by the government of Japan' and a single round of workshops for 35 facilitators targeting 1,500 farmers in three governorates, which supports donor dependence and narrow, ad hoc covera
Further sources: GeoAgro-MiSR digital application training in Egypt: https://www.eurekalert.org/news-releases/1047011 · GeoAgro-MiSR digital application training in Egypt: https://www.eurekalert.org/news-releases/1047011"
6.1,,,WIPO Global Innovation Index,https://www.wipo.int/web-publications/global-innovation-index-2025/en/gii-2025-results.html,,named-gap,false,,false,WIPO GII,,,,
6.10,,,AgriTech4Egypt,https://agritechchallenge.org/projects/agritech4egypt,Medium,machine-researched,false,,false,Finance seat / Ministry of Agriculture,3,,,"MACHINE-RESEARCHED PROPOSAL — Level 3. Confirm, correct or reject at validation.
L3 is proposed because the documents show an operational agtech innovation program with a concrete government-linked grant instrument. Operational government grants/funding: the AgriTech4Egypt program ran from May to December 2024 and supported purpose-driven scientists and entrepreneurs, and it provided 'Receive up to 300,000 EGP as an equity-free grant provided by ASRT.' Defined ownership: the grant is provided by ASRT and the project is endorsed by Egypt's Ministry of Higher Education and Scientific Research. Partial coverage: only '15 agri-tech innovation teams who successfully completed an intensive acceleration program, chosen from 900 applicants across 48 countries' were supported. Adoption or interoperability gaps remain: the program targets 'early-stage agri-tech ventures' and participants must 'Test and validate your solution on the ground with end-users for up to 6 months,' indicating solutions are still being validated rather than broadly adopted or interoperable.
Why not L4: L4 is not evidenced because the documents show a single, time-bound challenge and a per-team grant, not a scaled and funded government grants/funding instrument with accountable governance, interoperability, and broad use. There is no evidence of an annual USD government agtech grant budget, nationwide coverage, or institutionalized governance arrangements.
Further sources: AgriTech4Egypt: https://agritechchallenge.org/projects/agritech4egypt · AgriTech4Egypt: https://agritechchallenge.org/projects/agritech4egypt · AgriTech4Egypt: https://agritechchallenge.org/projects/agritech4egypt · AgriTech4Egypt: https://agritechchallenge.org/projects/agritech4egypt · AgriTech4Egypt: https://agritechchallenge.org/projects/agritech4egypt"
6.11,,2026,"Agri Cash [Egypt] | Science, Technology and Innovation (STI) Portal",https://sti-portal.fao.org/innovations/agri-cash-egypt,Medium,machine-researched,false,,false,Central bank / private-sector panel,2,,,"MACHINE-RESEARCHED PROPOSAL — Level 2. Confirm, correct or reject at validation.
L1 is exceeded because a credible agriculture-focused digital financial services platform is documented: ""Agri Cash is a financial technology (FinTech) application specifically designed for the agricultural sector in Egypt."" L2 is the highest level supported: the evidence shows early-stage/ad hoc digital financial services activity for agriculture, with unclear ownership and coverage. The Agricultural Bank of Egypt/eFinance MoU is prospective (""aimed at developing and activating digital financial services"") and includes activation of the Farmer Card linked to agricultural financing. IFPRI states that ""many Egyptian digital tools remain pilot-stage or region-specific, with very few achieving national scale"" and that developers depend on donor-funded projects. FAO's Agri Cash is described as ""operational in Egypt,"" but ""specific adoption metrics are not publicly available"" and no owner is identified. These features are consistent with narrow coverage, unclear ownership, and pilot/ad hoc status rather than a defined operational platform.
Why not L3: L3 requires an operational digital financial services platform for agriculture with defined ownership and partial coverage. The documents do not establish defined ownership or partial coverage: FAO says Agri Cash ""appears to be operational in Egypt"" but also that ""specific adoption metrics are not publicly available,"" and no owner is named. The Agricultural Bank of Egypt/eFinance MoU is forward-looking (""aimed at developing and activating""), not evidence of current operations. Therefore L3 is no
Further sources: Agri Cash [Egypt] | Science, Technology and Innovation (STI) Portal: https://sti-portal.fao.org/innovations/agri-cash-egypt · EFIG Signs MoU with the Agricultural Bank of Egypt to Enhance Digital Financial Services: http://www.efinanceinvestment.com/news/efig-signs-mou-agricultural-bank-egypt-enhance-digital-financial-services · EFIG Signs MoU with the Agricultural Bank of Egypt to Enhance Digital Financial Services: http://www.efinanceinvestment.com/news/efig-signs-mou-agricultural-bank-egypt-enhance-digital-financial-services · Digital Agricultural Technology in Egypt: Insights from App Developers: https://cgspace.cgiar.org/server/api/core/bitstreams/d4a33acc-564a-4e4c-a413-81ba3ebd4d90/content · Digital Agricultural Technology in Egypt: Insights from App Developers: https://cgspace.cgiar.org/server/api/core/bitstreams/d4a33acc-564a-4e4c-a413-81ba3ebd4d90/content"
6.12,,,DPG adoption record,,,named-gap,false,,false,Digital authority,,,,
6.13,,,SME digital-adoption survey,,,named-gap,false,,false,Private-sector panel / statistics office,,,,
6.2,1.02,2024,World Bank WDI / UNESCO,https://data.worldbank.org/indicator/GB.XPD.RSDV.GD.ZS,High,machine-imported,false,,false,Statistics office / science ministry,4,,,Primary official series. Used first.
6.3,,,World Bank B-READY,https://www.worldbank.org/en/businessready,,named-gap,false,,false,B-READY,,,,
6.4,,2026,Fostering Innovation in Egypt’s Agriculture: Success Stories of Startups Driving Change,https://www.undp.org/egypt/stories/fostering-innovation-egypts-agriculture-success-stories-startups-driving-change,Medium,machine-researched,false,,false,Private-sector panel,3,,,"MACHINE-RESEARCHED PROPOSAL — Level 3. Confirm, correct or reject at validation.
L1 is not supported because the documents show multiple active agtech startups rather than isolated informal activity. UNDP reports a project that ""helps farmers, rural communities, and Agritech startups alike by amplifying their voices and introducing them to new tools to grow stronger and adapt to a changing climate."" The evidence also goes beyond L2 pilot/ad hoc or donor-dependent activity: Zr3i is operational, as shown by ""The platform is fully operational and designed for regional realities: bilingual (Arabic/English), offline-ready for rural connectivity, and capable of onboarding both smallholder and commercial farms."" Defined ownership is shown for Mozare3: ""Established in 2020 by co-founders Hussein Abou Bakr, Tamer El-Raghy, and Mohamed Okasha."" Coverage remains partial rather than broad, as Zr3i is ""starting with date palm farming in the MENA region,"" and UNDP documents that engagement is ""helping bridge the often-wide gap between fast-moving innovation and on-the-ground adoption."" These satisfy L3's operational, defined-ownership, partial-coverage, and adoption/interoperability-gap clauses.
Why not L4: L4 is not supported because the documents do not evidence scaled, broad use, accountable governance, or interoperability. The available evidence indicates partial coverage and continuing adoption gaps rather than scaled and accountable agtech firms.
Further sources: 12 top AgriTech companies and startups in Egypt in August 2026: https://www.f6s.com/companies/agritech/egypt/co · Six Egyptian Agritech Startups at the Forefront of Innovation in Agriculture | Egyptian Streets: https://egyptianstreets.com/2023/09/01/six-egyptian-agritech-startups-at-the-forefront-of-innovation-in-agriculture/ · 12 top AgriTech companies and startups in Egypt in August 2026: https://www.f6s.com/companies/agritech/egypt/co · Fostering Innovation in Egypt’s Agriculture: Success Stories of Startups Driving Change: https://www.undp.org/egypt/stories/fostering-innovation-egypts-agriculture-success-stories-startups-driving-change"
6.5,,2025,AgriTech4Egypt,https://agritechchallenge.org/projects/agritech4egypt,Medium,machine-researched,false,,false,Private-sector panel / finance seat,2,,,"MACHINE-RESEARCHED PROPOSAL — Level 2. Confirm, correct or reject at validation.
L2 is met clause-by-clause. Pilot/ad hoc agtech investment: AgriTech4Egypt describes a time-bound program, 'From May to December 2024, the AgriTech4Egypt Innovation challenge supported purpose-driven scientists and entrepreneurs working on agri-tech solutions...' and connected teams with 'investors, venture capitalists' while offering an 'equity-free grant' rather than established VC. Narrow coverage: the specific agtech capital identified is a single earmark, 'US$50 million is earmarked specifically for Egyptian climate-tech initiatives.' Unclear ownership/donor dependence: the investment 'comes via Novastar Ventures, which has secured backing from the Green Climate Fund (GCF)', showing reliance on donor-linked capital. Thus L1 is too low, and L2 is the highest level fully evidenced.
Why not L3: L3 requires operational (not merely allocated/future) venture capital/investment in agtech with defined ownership and partial coverage, plus evidence of adoption or interoperability gaps. The documents do not show actual disbursement or funded agtech startups, and the article conditions outcomes on 'If delivered well...'. No coverage, interoperability or adoption metrics are documented, so L3 is not evidenced.
Further sources: AgriTech4Egypt: https://agritechchallenge.org/projects/agritech4egypt · AgriTech4Egypt: https://agritechchallenge.org/projects/agritech4egypt · Egypt mobilises climate-tech capital: US$50 million allocated to ag-tech startups: https://www.theplatinumcapital.com/article/egypt-mobilises-climate-tech-capital-usdollar50-million-allocated-to-ag-tech-startups · Egypt mobilises climate-tech capital: US$50 million allocated to ag-tech startups: https://www.theplatinumcapital.com/article/egypt-mobilises-climate-tech-capital-usdollar50-million-allocated-to-ag-tech-startups · Egypt mobilises climate-tech capital: US$50 million allocated to ag-tech startups: https://www.theplatinumcapital.com/article/egypt-mobilises-climate-tech-capital-usdollar50-million-allocated-to-ag-tech-startups"
6.6,,,Accelerator landscape,,,named-gap,false,,false,Private-sector panel,,,,
6.7,,,Agribusiness survey,,,named-gap,false,,false,Private-sector panel,,,,
6.8,,2026,Central Bank of Egypt — Regulatory Sandbox,https://www.cbe.org.eg/en/financial-technology/regulatory-sandbox,Medium,machine-researched,false,,false,Regulator / digital authority,3,,,"MACHINE-RESEARCHED PROPOSAL — Level 3. Confirm, correct or reject at validation.
L3 is proposed. The CBE sandbox 'offers a live testing environment for FinTech innovators' and runs as a 'cohort based model' with '2 to 3 cohorts per year', while the FRA sandbox 'has approved the launch of live testing for the first two projects'. Ownership is defined: CBE testing occurs 'under the guidance and supervision of the sandbox team in the Central Bank of Egypt', and FRA testing occurs 'under the supervision of the Financial Regulatory Authority of Egypt (FRA)'. Coverage is partial: CBE applicants must be 'within the scope of FinTech industry' and FRA has 'Focus on Non-Bank Financial Services'; no agtech-specific sandbox is documented. Adoption or interoperability gaps remain: FRA reports '49 project applications to date, of which seven have obtained preliminary approval, including the two projects now undergoing live testing', and the documents do not show interoperability.
Why not L4: L4 is not evidenced because it requires scaled and funded sandboxes with accountable governance, interoperability and broad use. The documents show a free CBE service but 'the applicant must own the resources required for testing under the Regulatory Sandbox' and only '2 to 3 cohorts per year'. FRA data show only 'seven' preliminary approvals and 'the two projects now undergoing live testing' from '49 project applications', indicating use is not yet broad. No document provides evidence of accoun
Further sources: Central Bank of Egypt — Regulatory Sandbox: https://www.cbe.org.eg/en/financial-technology/regulatory-sandbox · Central Bank of Egypt — Regulatory Sandbox: https://www.cbe.org.eg/en/financial-technology/regulatory-sandbox · Central Bank of Egypt — Regulatory Sandbox: https://www.cbe.org.eg/en/financial-technology/regulatory-sandbox · Central Bank of Egypt — Regulatory Sandbox: https://www.cbe.org.eg/en/financial-technology/regulatory-sandbox · Central Bank of Egypt — Regulatory Sandbox: https://www.cbe.org.eg/en/financial-technology/regulatory-sandbox · FRA Sandbox — Regulatory Sandbox: https://frasandbox.com/regulatory-sandbox · FRA Sandbox — Regulatory Sandbox: https://frasandbox.com/regulatory-sandbox · Dailynewsegypt — FRA begins live testing of first two fintech regulatory sandbox projects: https://www.dailynewsegypt.com/2026/08/08/fra-begins-live-testing-of-first-two-fintech-regulatory-sandbox-projects/ · Dailynewsegypt — FRA begins live testing of first two fintech regulatory sandbox projects: https://www.dailynewsegypt.com/2026/08/08/fra-begins-live-testing-of-first-two-fintech-regulatory-sandbox-projects/"
6.9,,,PPP register,,,named-gap,false,,false,Ministry of Agriculture,,,,
7.1,21,2024,Our World in Data,https://ourworldindata.org/grapher/scholarly-publications-on-artificial-intelligence-per-million-people,High,machine-imported,false,,false,Science ministry,4,,,Egypt   21
7.10,,,Model cards / farmer-facing notices,,,named-gap,false,,false,Digital authority / independent challenger,,,,
7.11,,,Bias-assessment reports,,,named-gap,false,,false,Independent challenger / digital authority,,,,
7.12,,2025,Ministry of Agriculture and Land Reclamation,https://www.moalr.gov.eg/,Medium,assessor,false,,false,Digital authority / farmer representative,,3,Randeep Sudan,"QA delivery loop — scripted demonstration record, not an official Government of Egypt reading."
7.2,,,Public-sector AI inventory,,,named-gap,false,,false,Ministry of Agriculture / digital authority,,,,
7.3,,,Advisory reach statistics,,,named-gap,false,,false,Ministry of Agriculture,,,,
7.4,,,Detection-system coverage,,,named-gap,false,,false,Ministry of Agriculture,,,,
7.5,,,Agri-finance AI deployments,,,named-gap,false,,false,Central bank / private-sector panel,,,,
7.6,,,Traceability / logistics systems,,,named-gap,false,,false,Private-sector panel,,,,
7.7,,,Climate-risk AI services,,,named-gap,false,,false,Met service / Ministry of Agriculture,,,,
7.8,,,Workforce / vacancy data,,,named-gap,false,,false,Ministry of Agriculture,,,,
7.9,,2025,Ministry of Agriculture and Land Reclamation,https://www.moalr.gov.eg/,Medium,assessor,false,,false,National CERT / digital authority,,3,Randeep Sudan,"QA delivery loop — scripted demonstration record, not an official Government of Egypt reading."
8.1,9.4,2023,World Bank WDI / FAO,https://data.worldbank.org/indicator/SN.ITK.DEFC.ZS,High,machine-imported,false,,false,Statistics office / FAO,3,,,Primary official series. Used first.
8.10,,,FDUS / household expenditure survey,,,named-gap,false,,false,Statistics office,,,,
8.11,,,Platform language audit,,,named-gap,false,,false,Digital authority / farmer representative,,,,
8.12,,,Impact-evidence register,,,named-gap,false,,false,Evidence panel / independent challenger,,,,
8.13,,,Impact-evidence register,,,named-gap,false,,false,Evidence panel / independent challenger,,,,
8.14,,,Climate-service reach statistics,,,named-gap,false,,false,Met service / Ministry of Agriculture,,,,
8.15,,,Environmental-sustainability assessment,,,named-gap,false,,false,Environment ministry / Ministry of Agriculture,,,,
8.2,40.21,2024,Global Findex (female account ownership),https://data.worldbank.org/indicator/FX.OWN.TOTL.FE.ZS,High,machine-imported,false,,false,Global Findex,3,,,Primary official series. Used first.
8.3,5.74,2024,Global Findex (male minus female account ownership),https://data.worldbank.org/indicator/FX.OWN.TOTL.FE.ZS,High,machine-imported,false,,false,Global Findex,4,,,Primary official series. Used first.
8.4,15.61,2024,Global Findex — mobile money account (via World Bank Data360),https://www.worldbank.org/en/publication/globalfindex,High,machine-imported,false,,false,Global Findex,2,,,Primary official series. Used first.
8.5,0.7,2014,"World Bank Gender Statistics (women who own land, alone or jointly)",https://data.worldbank.org/indicator/SG.OWN.LDAL.FE.ZS,Low/Estimated,proxy,true,Proxy: Gender Statistics series on women who own land alone or jointly. Confirm against FAO Gender and Land Rights / the agricultural census share of female holders.,false,FAO / statistics office,1,,,"Official publisher, but the series is a documented proxy for the DAMM indicator."
8.6,,,GSMA / Findex gender gap in mobile ownership,https://www.worldbank.org/en/publication/globalfindex,,named-gap,false,,false,GSMA / Global Findex,,,,
8.7,,,Farmer demand and use survey,,,named-gap,false,,false,Ministry of Agriculture / statistics office,,,,
8.8,,,Farmer demand and use survey,,,named-gap,false,,false,Ministry of Agriculture / statistics office,,,,
8.9,,,Farmer demand and use survey,,,named-gap,false,,false,Ministry of Agriculture / statistics office,,,,
