kind,claim,quote,source_name,source_url,published_year,credibility,pillar_hint,created_at
opportunistic,The Egypt Digital Platform provides 182 government e-services and has exceeded 9 million registered users.,"The number of services currently available has reached 182, while the number of citizens registered on the platform has exceeded 9 million users","Egypt Digital Platform provides 182 e-services, has 9m registered users",https://www.egypttoday.com/Article/1/139283/Egypt-Digital-Platform-provides-182-e-services-has-9m-registered,2025,E,C0,Tue Aug 18 2026 22:05:21 GMT+0700 (Indochina Time)
opportunistic,Egypt's ICT sector grew at a rate of 15.2 percent for fiscal year 2022/2023.,The Information and Communications Technology (ICT) sector in Egypt remains highly robust with a growth rate of 15.2 percent for fiscal year 2022/2023,Egypt - Digital Economy,https://www.trade.gov/country-commercial-guides/egypt-digital-economy,2023,A,C0,Tue Aug 18 2026 22:05:21 GMT+0700 (Indochina Time)
opportunistic,"The Egyptian Plant Leaf Image Dataset (EgyPLI) contains 3,588 images covering eight widely cultivated plant species.","EgyPLI comprises 3,588 images covering eight widely cultivated plant species: apple, berry, fig, guava, orange, plum, persimmon, and tomato",EgyPLI: A Real-life Annotated Image Dataset for Egyptian Plant Leaf Identification,https://pmc.ncbi.nlm.nih.gov/articles/PMC12886926/,,A,C1,Tue Aug 18 2026 22:05:21 GMT+0700 (Indochina Time)
opportunistic,The Egypt AI Training Datasets Market is projected to grow from USD 8.22 million in 2023 to USD 76.50 million by 2032.,The Egypt AI Training Datasets Market is projected to grow from USD 8.22 million in 2023 to an estimated USD 76.50 million by 2032,Egypt AI Training Datasets Market,https://www.credenceresearch.com/report/egypt-ai-training-datasets-market,2023,E,C1,Tue Aug 18 2026 22:05:21 GMT+0700 (Indochina Time)
practice,The European Commission's Common Agricultural Policy digitalisation page presents digitalisation as part of the EU's vision for agriculture and food.,Vision for agriculture and food,Digitalisation,https://agriculture.ec.europa.eu/vision-overview/digitalisation_en,,E,C1,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,CARICOM unveiled an E-Agriculture Strategy to strengthen food security and resilience in the Caribbean Community.,CARICOM unveils E-Agriculture Strategy to strengthen food security and resilience,CARICOM unveils E-Agriculture Strategy to strengthen food security and resilience,https://caricom.org/caricom-unveils-e-agriculture-strategy-to-strengthen-food-security-and-resilience/,2026,E,C1,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,"IICA's Digital Agriculture Week 2026 will prioritize startups with solutions aimed at increasing productivity, improving natural resource management, and strengthening risk management.","priority will be given to startups with solutions aimed at increasing productivity and competitiveness, improving natural resource management and farmers’ resilience",IICA launches the fifth edition of Digital Agriculture Week and opens call for AgTech startups from the Americas,https://iica.int/en/press/news/iica-launches-the-fifth-edition-of-digital-agriculture-week-and-opens-call-for-agtech-startups-from-the-americas/,2026,E,C1,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,"DLL Group identifies IoT, robotics, and AI-powered solutions as key trends reshaping innovative agriculture in 2026.","Innovative Agriculture is reshaping farming in 2026, driven by IoT, robotics, and AI-powered solutions that can boost efficiency.",Innovative Agriculture: Key Trends for 2026,https://www.dllgroup.com/en/blogs/blogsoverview/innovative-agriculture-key-trends-for-2026,2026,E,C1,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,"The African Union Commission convened a three-day continental workshop in Nairobi, Kenya from 11th to 13th August 2026 to harmonise implementation of the African Union Digital Agriculture Strategy across IGAD and FSRP target countries.","The African Union Commission (AUC) has convened a three-day continental workshop to harmonise implementation of the African Union Digital Agriculture Strategy across IGAD and FSRP target Countries in Nairobi, Kenya.",African Union Advances Digital Agriculture Strategy Implementation Across IGAD and FSRP Countries,https://au.int/en/pressreleases/20260811/african-union-advances-digital-agriculture-strategy-implementation-across,2026,E,C1,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,Kenya's Agriculture Engineering Secretary Eng. Laban Kiplagat stated that digital agriculture must ultimately be about improving the lives and opportunities of Africa's farmers.,"Digital agriculture, for us, is ultimately about people. It is about dignity, fairness, and opportunity.",African Union Advances Digital Agriculture Strategy Implementation Across IGAD and FSRP Countries,https://au.int/en/pressreleases/20260811/african-union-advances-digital-agriculture-strategy-implementation-across,2026,E,C1,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,"Kenya has recently launched its National Agriculture Sector Investment Plan (NASIP), aligned with the Comprehensive Africa Agriculture Development Programme (CAADP) and guided by the Kampala Declaration.","He further highlighted Kenya’s recent launch of its National Agriculture Sector Investment Plan (NASIP), aligned with the Comprehensive Africa Agriculture Development Programme (CAADP) and guided by the Kampala Declaration",African Union Advances Digital Agriculture Strategy Implementation Across IGAD and FSRP Countries,https://au.int/en/pressreleases/20260811/african-union-advances-digital-agriculture-strategy-implementation-across,2026,E,C1,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,"In 2026, AI is no longer simply a promising innovation but is becoming an operational necessity for many farms and agribusinesses.","In 2026, AI is no longer simply a promising innovation. For many farms and agribusinesses, it is becoming an operational necessity.",The rise of AI in agriculture in 2026,https://globallycool.nl/2026/04/08/the-rise-of-ai-in-agriculture-in-2026/,2026,E,C2,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,The Tumaini app uses AI-powered image recognition to identify crop diseases and pests and provide treatment guidance.,"Tumaini uses AI-powered image recognition to identify crop diseases and pests and provide treatment guidance, helping farmers intervene more precisely",The rise of AI in agriculture in 2026,https://globallycool.nl/2026/04/08/the-rise-of-ai-in-agriculture-in-2026/,2026,E,C2,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,"The Dutch Research Council NWO has a KIC research programme on AI for agriculture, horticulture, water and food with a budget of 7 million euro.",The budget for this research programme is 7 million euro.,"KIC AI for agriculture, horticulture, water and food 2026 | NWO",https://www.nwo.nl/en/calls/kic-ai-for-agriculture-horticulture-water-and-food-2026,2026,E,C2,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
practice,"The NWO KIC AI research programme aims to develop, apply, and expand AI methods that can contribute to finding solutions to urgent societal challenges within the agriculture, horticulture, water, and food sectors.","The aim of this research programme is to develop, apply, and expand AI methods that can contribute to finding solutions to urgent societal challenges within the agriculture, horticulture, water, and food sectors.","KIC AI for agriculture, horticulture, water and food 2026 | NWO",https://www.nwo.nl/en/calls/kic-ai-for-agriculture-horticulture-water-and-food-2026,2026,E,C2,Tue Aug 18 2026 22:06:38 GMT+0700 (Indochina Time)
