indicator_id,name,pillar_id,pillar_name,role,core_gate,kind,method,disaggregation,max_age,preferred_years,definition,national_first,international_fallback,steward,app_fetch_kind,app_series,app_mapped_source,app_mapped_url,app_proxy,app_proxy_note,app_status,app_value,app_year,app_source_name,app_source_url,app_grade,app_score_100,perplexity_value,perplexity_year,perplexity_source,perplexity_url,perplexity_direct_or_proxy,perplexity_notes,same_as_app,perplexity_prompt
3.12,AI-ready agricultural datasets,C2,Data infrastructure & DPI,Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,AI-ready agricultural datasets. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Dataset catalogue,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 3.12 AI-ready agricultural datasets. Definition: AI-ready agricultural datasets. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.1,Data protection/privacy law,C3,"Policy, governance & safeguards",Capability,yes,rubric,Anchored capability rubric,national,3,2023–2026,"A data-protection or privacy law that is in force and applies to personal data, including farmer data.",Official gazette / data-protection authority,UNCTAD data-protection law listing (presence only),Data-protection authority,named-gap,,National gazette / UNCTAD data-protection tracker,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,no,"Core gate. Anchored rubric on the law and its operation, not a binary exists/not.",missing,,,,,E,0,,,,,,,,"Egypt — 4.1 Data protection/privacy law. Definition: A data-protection or privacy law that is in force and applies to personal data, including farmer data. Required cut: national. Preferred years 2023–2026. Try national first (Official gazette / data-protection authority), then UNCTAD data-protection law listing (presence only). Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.2,Cybersecurity legal framework (ITU GCI),C3,"Policy, governance & safeguards",Capability,yes,quantitative,Quantitative threshold,national,3,2023–2026,"Strength of the national cybersecurity legal and institutional framework, as scored by the ITU Global Cybersecurity Index.","National cybersecurity agency published GCI self-assessment, if any",ITU Global Cybersecurity Index via World Bank Data360,Cybersecurity agency / ITU,data360,ITU_GCI_GCI_OVRL_SCRE,ITU Global Cybersecurity Index overall score (via World Bank Data360),https://data360.worldbank.org/en/dataset/ITU_GCI,no,,direct,1,2024,ITU Global Cybersecurity Index overall score (via World Bank Data360),https://data360.worldbank.org/en/dataset/ITU_GCI,A,96,,,,,,,,"Egypt — 4.2 Cybersecurity legal framework (ITU GCI). Definition: Strength of the national cybersecurity legal and institutional framework, as scored by the ITU Global Cybersecurity Index. Required cut: national. Preferred years 2023–2026. Try national first (National cybersecurity agency published GCI self-assessment, if any), then ITU Global Cybersecurity Index via World Bank Data360. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.3,Government AI Readiness Index,C3,"Policy, governance & safeguards",Capability,no,quantitative,Quantitative threshold,national,3,2023–2026,Government AI Readiness Index. Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,named-gap,,Oxford Insights Government AI Readiness Index,https://oxfordinsights.com/ai-readiness/ai-readiness-index/,no,Government AI Readiness Index. No stable public API series.,missing,,,,,E,0,,,,,,,,"Egypt — 4.3 Government AI Readiness Index. Definition: Government AI Readiness Index. Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.4,National digital agriculture strategy,C3,"Policy, governance & safeguards",Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,National digital agriculture strategy. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,National digital agriculture strategy,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.4 National digital agriculture strategy. Definition: National digital agriculture strategy. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.5,Agricultural data governance framework,C3,"Policy, governance & safeguards",Capability,yes,rubric,Anchored capability rubric,agricultural,2,2024–2026,"A documented agricultural data-governance framework (roles, access, sharing, stewardship).",Ministry of agriculture or statistics office data-governance circular,No scored international substitute.,Ministry of Agriculture / statistics office,named-gap,,Agricultural data-governance instrument,,no,Core gate. Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.5 Agricultural data governance framework. Definition: A documented agricultural data-governance framework (roles, access, sharing, stewardship). Required cut: agricultural. Preferred years 2024–2026. Try national first (Ministry of agriculture or statistics office data-governance circular), then No scored international substitute.. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.6,National AI strategy with agriculture component,C3,"Policy, governance & safeguards",Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,National AI strategy with agriculture component. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,National AI strategy,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.6 National AI strategy with agriculture component. Definition: National AI strategy with agriculture component. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.7,Digital ID system coverage (% of population),C3,"Policy, governance & safeguards",Capability,no,quantitative,Quantitative threshold,national,2,2024–2026,Digital ID system coverage (% of population). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,data360,E_ID,World Bank ID4D — digital ID (e-ID) coverage,https://id4d.worldbank.org/global-dataset,no,,missing,,,,,E,0,,,,,,,,"Egypt — 4.7 Digital ID system coverage (% of population). Definition: Digital ID system coverage (% of population). Method: Quantitative threshold. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.8,Data sovereignty provisions for agricultural data,C3,"Policy, governance & safeguards",Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Data sovereignty provisions for agricultural data. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Data-sovereignty provisions,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.8 Data sovereignty provisions for agricultural data. Definition: Data sovereignty provisions for agricultural data. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.9,Inter-ministerial coordination mechanism for digital agriculture,C3,"Policy, governance & safeguards",Capability,yes,rubric,Anchored capability rubric,agricultural,2,2024–2026,A standing inter-ministerial coordination mechanism whose mandate includes digital agriculture.,"Cabinet decree, ToR or minutes of the digital-agriculture steering body",No scored international substitute.,Cabinet / digital authority,named-gap,,Inter-ministerial ToR / minutes,,no,Core gate. Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.9 Inter-ministerial coordination mechanism for digital agriculture. Definition: A standing inter-ministerial coordination mechanism whose mandate includes digital agriculture. Required cut: agricultural. Preferred years 2024–2026. Try national first (Cabinet decree, ToR or minutes of the digital-agriculture steering body), then No scored international substitute.. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.10,Competition/antitrust framework for digital agricultural markets,C3,"Policy, governance & safeguards",Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Competition/antitrust framework for digital agricultural markets. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Competition authority files,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.10 Competition/antitrust framework for digital agricultural markets. Definition: Competition/antitrust framework for digital agricultural markets. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.11,Public procurement rules enabling digital agriculture innovation,C3,"Policy, governance & safeguards",Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Public procurement rules enabling digital agriculture innovation. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Public-procurement rules,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.11 Public procurement rules enabling digital agriculture innovation. Definition: Public procurement rules enabling digital agriculture innovation. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.12,Spectrum allocation for rural/agricultural IoT,C3,"Policy, governance & safeguards",Capability,no,rubric,Anchored capability rubric,rural-agricultural,2,2024–2026,Spectrum allocation for rural/agricultural IoT. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Spectrum plan,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.12 Spectrum allocation for rural/agricultural IoT. Definition: Spectrum allocation for rural/agricultural IoT. Method: Anchored capability rubric. Required cut: rural-agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
4.13,Responsible AI principles/guidelines for agriculture,C3,"Policy, governance & safeguards",Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Responsible AI principles/guidelines for agriculture. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Responsible-AI guidance,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 4.13 Responsible AI principles/guidelines for agriculture. Definition: Responsible AI principles/guidelines for agriculture. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.1,Mean years of schooling (adults 25+),C4,Human & institutional capacity,Capability,no,quantitative,Quantitative threshold,national,3,2023–2026,Mean years of schooling (adults 25+). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,worldbank,BAR.SCHL.15UP,World Bank Education Statistics — Barro-Lee average years of schooling (age 15+),https://data.worldbank.org/indicator/BAR.SCHL.15UP,yes,"Proxy: Barro-Lee average years of total schooling, age 15+. Authoritative replacement is UNDP HDR mean years of schooling (adults 25+).",proxy,7.15,2010,World Bank Education Statistics — Barro-Lee average years of schooling (age 15+),https://data.worldbank.org/indicator/BAR.SCHL.15UP,C,63,,,,,,,,"Egypt — 5.1 Mean years of schooling (adults 25+). Definition: Mean years of schooling (adults 25+). Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.2,Adult literacy rate (% age 15+),C4,Human & institutional capacity,Capability,no,quantitative,Quantitative threshold,national,3,2023–2026,Adult literacy rate (% age 15+). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,worldbank,SE.ADT.LITR.ZS,World Bank WDI / UNESCO UIS,https://data.worldbank.org/indicator/SE.ADT.LITR.ZS,no,,direct,79.45,2022,World Bank WDI / UNESCO UIS,https://data.worldbank.org/indicator/SE.ADT.LITR.ZS,A,86,,,,,,,,"Egypt — 5.2 Adult literacy rate (% age 15+). Definition: Adult literacy rate (% age 15+). Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.3,Tertiary enrollment in STEM fields (% gross),C4,Human & institutional capacity,Capability,no,quantitative,Quantitative threshold,national,3,2023–2026,Tertiary enrollment in STEM fields (% gross). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,data360,UNESCO_UIS_GRAD_STEM,UNESCO UIS — STEM share of tertiary graduates (via World Bank Data360),https://data360.worldbank.org/en/dataset/UNESCO_UIS,yes,"Proxy: STEM share of graduates, not STEM enrolment. Closer to the DAMM construct than all-fields tertiary enrolment.",proxy,18.58,2023,UNESCO UIS — STEM share of tertiary graduates (via World Bank Data360),https://data360.worldbank.org/en/dataset/UNESCO_UIS,B,83,,,,,,,,"Egypt — 5.3 Tertiary enrollment in STEM fields (% gross). Definition: Tertiary enrollment in STEM fields (% gross). Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.4,Digital literacy among farmers (%),C4,Human & institutional capacity,Capability,no,quantitative,Quantitative threshold,agricultural,2,2024–2026,Digital literacy among farmers (%). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Farmer digital-literacy survey,,no,Local survey.,missing,,,,,E,0,,,,,,,,"Egypt — 5.4 Digital literacy among farmers (%). Definition: Digital literacy among farmers (%). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.5,Extension workers trained in digital tools (%),C4,Human & institutional capacity,Capability,yes,quantitative,Quantitative threshold,agricultural,2,2024–2026,"Share of public extension workers who have received training in digital tools, in the last max-age window.",Ministry of agriculture extension directorate training returns,No comparable global series. FAO / GFRAS notes are leads only.,Ministry of Agriculture extension directorate,named-gap,,Extension workforce records,,no,Core gate. Share of extension workers trained in digital tools.,missing,,,,,E,0,,,,,,,,"Egypt — 5.5 Extension workers trained in digital tools (%). Definition: Share of public extension workers who have received training in digital tools, in the last max-age window. Required cut: agricultural. Preferred years 2024–2026. Try national first (Ministry of agriculture extension directorate training returns), then No comparable global series. FAO / GFRAS notes are leads only.. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.6,Farmer-to-digital-extension-worker ratio,C4,Human & institutional capacity,Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Farmer-to-digital-extension-worker ratio. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Extension workforce records,,no,Anchored rubric — farmer-to-digital-extension-worker ratio.,missing,,,,,E,0,,,,,,,,"Egypt — 5.6 Farmer-to-digital-extension-worker ratio. Definition: Farmer-to-digital-extension-worker ratio. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.7,Dedicated digital/AI units in Ministry of Agriculture,C4,Human & institutional capacity,Capability,yes,rubric,Anchored capability rubric,agricultural,2,2024–2026,A dedicated digital or AI unit inside the ministry of agriculture (or a formally mandated equivalent).,"Ministerial organogram, establishment circular or budget line",No scored international substitute.,Ministry of Agriculture,named-gap,,Ministry organogram / budget,,no,Core gate. Anchored rubric — dedicated digital/AI unit.,missing,,,,,E,0,,,,,,,,"Egypt — 5.7 Dedicated digital/AI units in Ministry of Agriculture. Definition: A dedicated digital or AI unit inside the ministry of agriculture (or a formally mandated equivalent). Required cut: agricultural. Preferred years 2024–2026. Try national first (Ministerial organogram, establishment circular or budget line), then No scored international substitute.. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.8,University programs in agtech/digital agriculture,C4,Human & institutional capacity,Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,University programs in agtech/digital agriculture. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,University programme catalogue,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 5.8 University programs in agtech/digital agriculture. Definition: University programs in agtech/digital agriculture. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.9,Data science/AI training programs for agriculture,C4,Human & institutional capacity,Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Data science/AI training programs for agriculture. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Training-programme files,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 5.9 Data science/AI training programs for agriculture. Definition: Data science/AI training programs for agriculture. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.10,Digital skills training reach (% of farmer population per year),C4,Human & institutional capacity,Capability,no,quantitative,Quantitative threshold,agricultural,2,2024–2026,Digital skills training reach (% of farmer population per year). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Training reach statistics,,no,Annual reach as % of farmer population.,missing,,,,,E,0,,,,,,,,"Egypt — 5.10 Digital skills training reach (% of farmer population per year). Definition: Digital skills training reach (% of farmer population per year). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.11,Institutional digital maturity of key agricultural agencies,C4,Human & institutional capacity,Capability,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Institutional digital maturity of key agricultural agencies. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Agency digital-maturity assessment,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 5.11 Institutional digital maturity of key agricultural agencies. Definition: Institutional digital maturity of key agricultural agencies. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
5.12,Gender balance in digital agriculture workforce,C4,Human & institutional capacity,Capability,no,quantitative,Quantitative threshold,agricultural,2,2024–2026,Gender balance in digital agriculture workforce. Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Workforce gender statistics,,no,Gender balance in the digital-agriculture workforce.,missing,,,,,E,0,,,,,,,,"Egypt — 5.12 Gender balance in digital agriculture workforce. Definition: Gender balance in digital agriculture workforce. Method: Quantitative threshold. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.1,Global Innovation Index (GII) score,E1,Innovation & private sector,Ecosystem,no,quantitative,Quantitative threshold,national,3,2023–2026,Global Innovation Index (GII) score. Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,named-gap,,WIPO Global Innovation Index,https://www.wipo.int/web-publications/global-innovation-index-2025/en/gii-2025-results.html,no,GII score is published by WIPO. No stable public API series in Data360 yet.,missing,,,,,E,0,,,,,,,,"Egypt — 6.1 Global Innovation Index (GII) score. Definition: Global Innovation Index (GII) score. Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.2,R&D expenditure (% of GDP),E1,Innovation & private sector,Ecosystem,no,quantitative,Quantitative threshold,national,3,2023–2026,R&D expenditure (% of GDP). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,worldbank,GB.XPD.RSDV.GD.ZS,World Bank WDI / UNESCO,https://data.worldbank.org/indicator/GB.XPD.RSDV.GD.ZS,no,,direct,1.02,2024,World Bank WDI / UNESCO,https://data.worldbank.org/indicator/GB.XPD.RSDV.GD.ZS,A,96,,,,,,,,"Egypt — 6.2 R&D expenditure (% of GDP). Definition: R&D expenditure (% of GDP). Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.3,Business Ready (B-READY) score,E1,Innovation & private sector,Ecosystem,no,quantitative,Quantitative threshold,national,3,2023–2026,Business Ready (B-READY) score. Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,named-gap,,World Bank B-READY,https://www.worldbank.org/en/businessready,no,"Business Ready score. World Bank B-READY, not the retired Doing Business series. Data360 publishes pillar scores only — no overall score is invented.",missing,,,,,E,0,,,,,,,,"Egypt — 6.3 Business Ready (B-READY) score. Definition: Business Ready (B-READY) score. Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.4,Active agtech startups/firms,E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,national,2,2024–2026,Active agtech startups/firms. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Agtech firm register,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.4 Active agtech startups/firms. Definition: Active agtech startups/firms. Method: Anchored capability rubric. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.5,Venture capital/investment in agtech (annual USD),E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,national,2,2024–2026,Venture capital/investment in agtech (annual USD). Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Investment databases,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.5 Venture capital/investment in agtech (annual USD). Definition: Venture capital/investment in agtech (annual USD). Method: Anchored capability rubric. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.6,Agtech accelerators/incubators,E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,national,2,2024–2026,Agtech accelerators/incubators. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Accelerator landscape,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.6 Agtech accelerators/incubators. Definition: Agtech accelerators/incubators. Method: Anchored capability rubric. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.7,Agribusiness firms using AI/ML in operations (%),E1,Innovation & private sector,Ecosystem,no,quantitative,Quantitative threshold,national,2,2024–2026,Agribusiness firms using AI/ML in operations (%). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Agribusiness survey,,no,Share of agribusiness firms using AI/ML.,missing,,,,,E,0,,,,,,,,"Egypt — 6.7 Agribusiness firms using AI/ML in operations (%). Definition: Agribusiness firms using AI/ML in operations (%). Method: Quantitative threshold. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
